event,host_time,src_ip,src_port,key,pi_name,payload_ts,rssi_dbm,agg_mode,agg_N,dist_m,rssi_mean
RAW,1761205369.127,10.128.97.1,41821,A,raspberrypi,1761205372.183,-60.1,,,4.5,
RAW,1761205369.639,10.128.97.1,41821,A,raspberrypi,1761205372.684,-63,,,4.5,
RAW,1761205370.149,10.128.97.1,41821,A,raspberrypi,1761205373.185,-61.4,,,4.5,
RAW,1761205370.568,10.128.97.1,41821,A,raspberrypi,1761205373.686,-60.4,,,4.5,
RAW,1761205371.07,10.128.97.1,41821,A,raspberrypi,1761205374.187,-55.8,,,4.5,
RAW,1761205371.587,10.128.97.1,41821,A,raspberrypi,1761205374.688,-49.4,,,4.5,
RAW,1761205372.097,10.128.97.1,41821,A,raspberrypi,1761205375.19,-52.6,,,4.5,
RAW,1761205372.606,10.128.97.1,41821,A,raspberrypi,1761205375.69,-58.1,,,4.5,
RAW,1761205373.157,10.128.97.1,41821,A,raspberrypi,1761205376.191,-61.4,,,4.5,
LEG_VAST,1761205373.563,,,A,raspberrypi,,,mean,20,5,-57.89
RAW,1761205373.631,10.128.97.1,41821,A,raspberrypi,1761205376.692,-61.8,,,5,
RAW,1761205374.146,10.128.97.1,41821,A,raspberrypi,1761205377.193,-55.9,,,5,
RAW,1761205374.657,10.128.97.1,41821,A,raspberrypi,1761205377.694,-48.5,,,5,
RAW,1761205375.169,10.128.97.1,41821,A,raspberrypi,1761205378.195,-48.2,,,5,
RAW,1761205375.576,10.128.97.1,41821,A,raspberrypi,1761205378.696,-51.8,,,5,
RAW,1761205376.088,10.128.97.1,41821,A,raspberrypi,1761205379.197,-54,,,5,
RAW,1761205376.702,10.128.97.1,41821,A,raspberrypi,1761205379.698,-53.8,,,5,
RAW,1761205377.113,10.128.97.1,41821,A,raspberrypi,1761205380.199,-58.7,,,5,
RAW,1761205377.624,10.128.97.1,41821,A,raspberrypi,1761205380.7,-58.2,,,5,
RAW,1761205378.07,10.128.97.1,41821,A,raspberrypi,1761205381.2,-53,,,5,
RAW,1761205378.648,10.128.97.1,41821,A,raspberrypi,1761205381.701,-55.7,,,5,
RAW,1761205379.16,10.128.97.1,41821,A,raspberrypi,1761205382.202,-60.5,,,5,
RAW,1761205379.577,10.128.97.1,41821,A,raspberrypi,1761205382.703,-60,,,5,
LEG_VAST,1761205380.064,,,A,raspberrypi,,,mean,20,5.5,-55.96
RAW,1761205380.133,10.128.97.1,41821,A,raspberrypi,1761205383.204,-56.8,,,5.5,
RAW,1761205380.704,10.128.97.1,41821,A,raspberrypi,1761205383.705,-49.6,,,5.5,
RAW,1761205381.226,10.128.97.1,41821,A,raspberrypi,1761205384.206,-48.6,,,5.5,
RAW,1761205381.84,10.128.97.1,41821,A,raspberrypi,1761205384.707,-53.6,,,5.5,
RAW,1761205382.078,10.128.97.1,41821,A,raspberrypi,1761205385.208,-57.4,,,5.5,
RAW,1761205382.591,10.128.97.1,41821,A,raspberrypi,1761205385.709,-58,,,5.5,
RAW,1761205383.264,10.128.97.1,41821,A,raspberrypi,1761205386.21,-62.5,,,5.5,
RAW,1761205383.666,10.128.97.1,41821,A,raspberrypi,1761205386.711,-59.5,,,5.5,
RAW,1761205384.188,10.128.97.1,41821,A,raspberrypi,1761205387.212,-51.8,,,5.5,
RAW,1761205384.589,10.128.97.1,41821,A,raspberrypi,1761205387.714,-57,,,5.5,
RAW,1761205385.102,10.128.97.1,41821,A,raspberrypi,1761205388.214,-57.8,,,5.5,
RAW,1761205385.723,10.128.97.1,41821,A,raspberrypi,1761205388.715,-57.2,,,5.5,
RAW,1761205386.125,10.128.97.1,41821,A,raspberrypi,1761205389.216,-58.4,,,5.5,
RAW,1761205386.638,10.128.97.1,41821,A,raspberrypi,1761205389.717,-54.5,,,5.5,
LEG_VAST,1761205386.949,,,A,raspberrypi,,,mean,20,6,-56.44
RAW,1761205387.147,10.128.97.1,41821,A,raspberrypi,1761205390.218,-52,,,6,
RAW,1761205387.663,10.128.97.1,41821,A,raspberrypi,1761205390.719,-53,,,6,
RAW,1761205388.171,10.128.97.1,41821,A,raspberrypi,1761205391.219,-57.4,,,6,
RAW,1761205388.685,10.128.97.1,41821,A,raspberrypi,1761205391.72,-60.2,,,6,
RAW,1761205389.093,10.128.97.1,41821,A,raspberrypi,1761205392.221,-61,,,6,
RAW,1761205389.604,10.128.97.1,41821,A,raspberrypi,1761205392.722,-65,,,6,
RAW,1761205390.119,10.128.97.1,41821,A,raspberrypi,1761205393.223,-63.6,,,6,
RAW,1761205390.628,10.128.97.1,41821,A,raspberrypi,1761205393.724,-58,,,6,
RAW,1761205391.14,10.128.97.1,41821,A,raspberrypi,1761205394.225,-59.6,,,6,
RAW,1761205391.653,10.128.97.1,41821,A,raspberrypi,1761205394.726,-61.5,,,6,
RAW,1761205392.213,10.128.97.1,41821,A,raspberrypi,1761205395.227,-62.6,,,6,
RAW,1761205392.678,10.128.97.1,41821,A,raspberrypi,1761205395.729,-63.1,,,6,
RAW,1761205393.19,10.128.97.1,41821,A,raspberrypi,1761205396.229,-58,,,6,
LEG_VAST,1761205393.245,,,A,raspberrypi,,,mean,20,6.5,-58.56
RAW,1761205393.598,10.128.97.1,41821,A,raspberrypi,1761205396.73,-57,,,6.5,
RAW,1761205394.11,10.128.97.1,41821,A,raspberrypi,1761205397.232,-56.6,,,6.5,
RAW,1761205394.624,10.128.97.1,41821,A,raspberrypi,1761205397.733,-54,,,6.5,
RAW,1761205395.648,10.128.97.1,41821,A,raspberrypi,1761205398.734,-62.4,,,6.5,
RAW,1761205396.158,10.128.97.1,41821,A,raspberrypi,1761205399.236,-63,,,6.5,
RAW,1761205396.673,10.128.97.1,41821,A,raspberrypi,1761205399.737,-60,,,6.5,
RAW,1761205397.186,10.128.97.1,41821,A,raspberrypi,1761205400.238,-54.1,,,6.5,
RAW,1761205397.694,10.128.97.1,41821,A,raspberrypi,1761205400.739,-52.3,,,6.5,
RAW,1761205398.211,10.128.97.1,41821,A,raspberrypi,1761205401.239,-54.7,,,6.5,
RAW,1761205398.718,10.128.97.1,41821,A,raspberrypi,1761205401.74,-58,,,6.5,
RAW,1761205399.175,10.128.97.1,41821,A,raspberrypi,1761205402.241,-58.8,,,6.5,
RAW,1761205399.641,10.128.97.1,41821,A,raspberrypi,1761205402.742,-54.3,,,6.5,
RAW,1761205400.158,10.128.97.1,41821,A,raspberrypi,1761205403.243,-51.2,,,6.5,
RAW,1761205400.663,10.128.97.1,41821,A,raspberrypi,1761205403.744,-52,,,6.5,
LEG_VAST,1761205400.675,,,A,raspberrypi,,,mean,20,7,-57.56
RAW,1761205401.178,10.128.97.1,41821,A,raspberrypi,1761205404.245,-57.2,,,7,
RAW,1761205401.689,10.128.97.1,41821,A,raspberrypi,1761205404.746,-59.5,,,7,
RAW,1761205402.201,10.128.97.1,41821,A,raspberrypi,1761205405.247,-61.8,,,7,
RAW,1761205402.711,10.128.97.1,41821,A,raspberrypi,1761205405.748,-63,,,7,
RAW,1761205403.124,10.128.97.1,41821,A,raspberrypi,1761205406.249,-58.2,,,7,
RAW,1761205403.736,10.128.97.1,41821,A,raspberrypi,1761205406.75,-60,,,7,
RAW,1761205404.147,10.128.97.1,41821,A,raspberrypi,1761205407.251,-61,,,7,
RAW,1761205404.657,10.128.97.1,41821,A,raspberrypi,1761205407.752,-59.8,,,7,
RAW,1761205405.171,10.128.97.1,41821,A,raspberrypi,1761205408.253,-65.8,,,7,
RAW,1761205405.666,10.128.97.1,41821,A,raspberrypi,1761205408.754,-66.8,,,7,
RAW,1761205406.193,10.128.97.1,41821,A,raspberrypi,1761205409.255,-64.4,,,7,
RAW,1761205406.71,10.128.97.1,41821,A,raspberrypi,1761205409.756,-63.2,,,7,
RAW,1761205407.22,10.128.97.1,41821,A,raspberrypi,1761205410.256,-65.6,,,7,
LEG_VAST,1761205407.347,,,A,raspberrypi,,,mean,20,7.5,-59.38
RAW,1761205407.631,10.128.97.1,41821,A,raspberrypi,1761205410.758,-68.2,,,7.5,
RAW,1761205408.147,10.128.97.1,41821,A,raspberrypi,1761205411.258,-67,,,7.5,
RAW,1761205408.77,10.128.97.1,41821,A,raspberrypi,1761205411.759,-68,,,7.5,
RAW,1761205409.165,10.128.97.1,41821,A,raspberrypi,1761205412.26,-67.4,,,7.5,
RAW,1761205409.678,10.128.97.1,41821,A,raspberrypi,1761205412.761,-60.9,,,7.5,
RAW,1761205410.19,10.128.97.1,41821,A,raspberrypi,1761205413.262,-59,,,7.5,
RAW,1761205410.702,10.128.97.1,41821,A,raspberrypi,1761205413.763,-59.7,,,7.5,
RAW,1761205411.253,10.128.97.1,41821,A,raspberrypi,1761205414.264,-64.6,,,7.5,
RAW,1761205411.825,10.128.97.1,41821,A,raspberrypi,1761205414.765,-63.2,,,7.5,
RAW,1761205412.123,10.128.97.1,41821,A,raspberrypi,1761205415.266,-59,,,7.5,
LEG_VAST,1761205412.619,,,A,raspberrypi,,,mean,20,8,-63.24
RAW,1761205412.644,10.128.97.1,41821,A,raspberrypi,1761205415.767,-55.7,,,8,
RAW,1761205413.16,10.128.97.1,41821,A,raspberrypi,1761205416.267,-58.6,,,8,
RAW,1761205413.67,10.128.97.1,41821,A,raspberrypi,1761205416.768,-61.6,,,8,
RAW,1761205414.19,10.128.97.1,41821,A,raspberrypi,1761205417.269,-63.8,,,8,
RAW,1761205414.694,10.128.97.1,41821,A,raspberrypi,1761205417.77,-62.7,,,8,
RAW,1761205415.206,10.128.97.1,41821,A,raspberrypi,1761205418.271,-60.6,,,8,
RAW,1761205415.755,10.128.97.1,41821,A,raspberrypi,1761205418.772,-60,,,8,
RAW,1761205416.228,10.128.97.1,41821,A,raspberrypi,1761205419.273,-62.3,,,8,
RAW,1761205416.743,10.128.97.1,41821,A,raspberrypi,1761205419.778,-68.1,,,8,
RAW,1761205417.152,10.128.97.1,41821,A,raspberrypi,1761205420.275,-64.6,,,8,
RAW,1761205417.662,10.128.97.1,41821,A,raspberrypi,1761205420.776,-66,,,8,
RAW,1761205418.264,10.128.97.1,41821,A,raspberrypi,1761205421.277,-67.8,,,8,
LEG_VAST,1761205418.419,,,A,raspberrypi,,,mean,20,8.5,-62.68
RAW,1761205418.686,10.128.97.1,41821,A,raspberrypi,1761205421.778,-63.6,,,8.5,
RAW,1761205419.198,10.128.97.1,41821,A,raspberrypi,1761205422.279,-58.9,,,8.5,
RAW,1761205419.712,10.128.97.1,41821,A,raspberrypi,1761205422.78,-61.1,,,8.5,
RAW,1761205420.224,10.128.97.1,41821,A,raspberrypi,1761205423.281,-67.9,,,8.5,
RAW,1761205420.736,10.128.97.1,41821,A,raspberrypi,1761205423.782,-67.5,,,8.5,
RAW,1761205421.246,10.128.97.1,41821,A,raspberrypi,1761205424.283,-66.7,,,8.5,
RAW,1761205421.762,10.128.97.1,41821,A,raspberrypi,1761205424.784,-69.1,,,8.5,
RAW,1761205422.169,10.128.97.1,41821,A,raspberrypi,1761205425.285,-62.4,,,8.5,
RAW,1761205422.682,10.128.97.1,41821,A,raspberrypi,1761205425.785,-57.4,,,8.5,
RAW,1761205423.197,10.128.97.1,41821,A,raspberrypi,1761205426.287,-59.6,,,8.5,
LEG_VAST,1761205423.374,,,A,raspberrypi,,,mean,20,9,-63.59
RAW,1761205423.705,10.128.97.1,41821,A,raspberrypi,1761205426.788,-63.1,,,9,
RAW,1761205424.217,10.128.97.1,41821,A,raspberrypi,1761205427.289,-65.5,,,9,
RAW,1761205424.77,10.128.97.1,41821,A,raspberrypi,1761205427.79,-62.9,,,9,
RAW,1761205425.253,10.128.97.1,41821,A,raspberrypi,1761205428.291,-60.1,,,9,
RAW,1761205425.751,10.128.97.1,41821,A,raspberrypi,1761205428.792,-55.1,,,9,
RAW,1761205426.268,10.128.97.1,41821,A,raspberrypi,1761205429.293,-53.6,,,9,
RAW,1761205426.679,10.128.97.1,41821,A,raspberrypi,1761205429.794,-57,,,9,
RAW,1761205427.29,10.128.97.1,41821,A,raspberrypi,1761205430.294,-58.6,,,9,
RAW,1761205427.7,10.128.97.1,41821,A,raspberrypi,1761205430.795,-59.6,,,9,
RAW,1761205428.209,10.128.97.1,41821,A,raspberrypi,1761205431.296,-62,,,9,
RAW,1761205428.723,10.128.97.1,41821,A,raspberrypi,1761205431.794,-59.7,,,9,
RAW,1761205429.271,10.128.97.1,41821,A,raspberrypi,1761205432.298,-56.6,,,9,
RAW,1761205429.787,10.128.97.1,41821,A,raspberrypi,1761205432.799,-60.6,,,9,
LEG_VAST,1761205430.167,,,A,raspberrypi,,,mean,20,9.5,-61.25
RAW,1761205430.27,10.128.97.1,41821,A,raspberrypi,1761205433.3,-64.8,,,9.5,
RAW,1761205430.77,10.128.97.1,41821,A,raspberrypi,1761205433.801,-64.4,,,9.5,
RAW,1761205431.284,10.128.97.1,41821,A,raspberrypi,1761205434.302,-62.8,,,9.5,
RAW,1761205431.693,10.128.97.1,41821,A,raspberrypi,1761205434.802,-61.2,,,9.5,
RAW,1761205432.204,10.128.97.1,41821,A,raspberrypi,1761205435.304,-56.8,,,9.5,
RAW,1761205432.77,10.128.97.1,41821,A,raspberrypi,1761205435.805,-56.3,,,9.5,
RAW,1761205433.228,10.128.97.1,41821,A,raspberrypi,1761205436.306,-59.2,,,9.5,
RAW,1761205433.741,10.128.97.1,41821,A,raspberrypi,1761205436.807,-60,,,9.5,
RAW,1761205434.251,10.128.97.1,41821,A,raspberrypi,1761205437.307,-64.7,,,9.5,
RAW,1761205434.763,10.128.97.1,41821,A,raspberrypi,1761205437.806,-66.2,,,9.5,
RAW,1761205435.278,10.128.97.1,41821,A,raspberrypi,1761205438.309,-60.7,,,9.5,
RAW,1761205435.687,10.128.97.1,41821,A,raspberrypi,1761205438.81,-60.6,,,9.5,
RAW,1761205436.199,10.128.97.1,41821,A,raspberrypi,1761205439.311,-64.2,,,9.5,
RAW,1761205436.709,10.128.97.1,41821,A,raspberrypi,1761205439.812,-67,,,9.5,
RAW,1761205437.237,10.128.97.1,41821,A,raspberrypi,1761205440.313,-69,,,9.5,
RAW,1761205437.738,10.128.97.1,41821,A,raspberrypi,1761205440.814,-68.4,,,9.5,
RAW,1761205438.188,10.128.97.1,41821,A,raspberrypi,1761205441.315,-65,,,9.5,
LEG_VAST,1761205438.229,,,A,raspberrypi,,,mean,20,10,-62.41
RAW,1761205438.694,10.128.97.1,41821,A,raspberrypi,1761205441.816,-62.5,,,10,
RAW,1761205439.279,10.128.97.1,41821,A,raspberrypi,1761205442.317,-67,,,10,
RAW,1761205439.783,10.128.97.1,41821,A,raspberrypi,1761205442.818,-69,,,10,
RAW,1761205440.193,10.128.97.1,41821,A,raspberrypi,1761205443.319,-69,,,10,
